Time_Taken,Extinguisher_Used,Incorrect_Actions,Aiming_Accuracy,Distance_From_Fire,Assessment_Time,Movement_Speed,High_Temp_Time,Outcome
40,10,2,0.58,3.9,6,0.9,26,1
55,10,10,1.0,2.0,13,1.3,20,1
60,10,6,0.75,1.1,10,1.4,47,0
51,10,2,0.94,3.0,10,0.7,25,1
60,10,0,0.37,3.3,15,0.8,29,0
38,10,2,0.37,1.8,6,1.2,17,1
52,10,4,0.74,4.3,7,0.6,6,1
60,10,4,0.35,2.6,10,0.7,48,0
57,10,9,0.37,4.7,12,0.9,37,1
55,10,10,0.99,2.3,6,0.5,9,1
48,10,0,0.37,1.7,10,0.8,28,1
55,10,3,0.44,4.9,11,0.8,5,1
54,10,8,0.97,4.3,12,1.4,25,1
56,10,0,0.94,3.3,10,1.3,30,1
60,10,5,0.41,4.1,14,0.8,25,0
56,10,3,0.53,2.2,14,1.0,24,1
60,10,1,0.71,2.8,9,1.4,33,0
55,10,6,0.34,2.7,15,1.2,9,1
40,10,7,0.96,3.2,12,1.0,14,1
33,10,10,0.87,4.3,5,1.4,13,1
60,10,2,0.63,4.5,13,0.4,43,0
33,10.0,7,0.61,3.3,8,0.8,16,1
60,10,9,0.59,2.8,7,0.4,13,0
60,10,2,0.52,4.9,5,0.9,13,0
50,10,0,0.72,1.1,15,1.5,7,1
40,10,8,0.38,3.9,8,1.5,22,1
60,10,6,0.61,3.9,8,1.2,19,0
33,10,1,0.65,3.2,5,0.4,24,1
48,10,10,0.98,3.9,14,1.4,21,1
59,10,1,0.34,4.2,10,1.4,13,1
60,10,2,0.97,2.1,8,0.5,17,0
51,10,9,0.96,4.1,6,0.9,23,1
41,10,6,0.86,3.3,5,1.0,23,1
36,10,4,0.64,2.9,5,1.1,15,1
43,10,3,0.69,1.6,13,0.5,11,1
54,10,2,0.4,3.0,6,1.3,23,1
48,10,6,0.39,3.7,7,0.8,33,1
43,10,8,1.0,2.5,8,1.2,22,1
41,10,7,0.94,3.3,14,0.4,27,1
33,7.9,2,0.5,3.0,14,1.1,7,1
49,10,4,0.52,1.0,13,0.7,19,1
44,10,10,0.62,1.5,9,1.4,31,1
60,10,10,0.41,4.3,8,0.7,44,0
60,10,0,0.42,1.0,14,0.8,6,0
34,9.0,7,0.37,1.5,15,1.5,12,1
60,10,1,0.4,1.9,15,0.4,41,1
34,10,0,0.53,4.2,8,0.5,22,1
59,10,2,0.64,2.6,11,0.6,26,1
32,8.4,10,0.63,3.3,10,0.6,8,1
60,10,1,0.48,4.8,13,1.2,41,0
33,7.0,4,0.31,3.6,15,0.3,18,1
60,10,4,0.88,2.8,9,1.1,24,0
60,10,3,0.94,1.2,10,1.3,8,0
60,10,2,0.45,1.2,12,0.8,33,0
57,10,6,0.59,5.0,8,1.1,27,1
40,10,4,0.79,1.4,11,0.3,21,1
34,10,9,0.39,1.4,9,0.9,18,1
50,10,0,0.85,3.9,8,0.8,7,1
43,10,2,0.39,1.1,12,1.1,27,1
33,10,9,0.79,4.3,6,0.3,15,1
44,10,2,0.42,4.9,10,1.4,22,1
60,10,4,0.75,1.1,11,0.5,13,0
47,10,5,0.37,3.9,9,1.1,21,1
39,10,6,0.76,2.9,9,1.0,16,1
43,10,4,0.53,3.3,9,1.3,12,1
58,10,3,0.92,1.3,14,0.7,30,1
49,10,9,0.81,1.8,6,1.3,23,1
60,10,6,0.94,1.4,13,1.1,39,0
49,10,3,0.34,2.8,13,0.3,36,1
52,10,2,0.36,3.5,11,1.0,35,1
60,10,4,0.82,1.6,14,0.5,36,0
60,10,1,0.97,3.9,11,1.0,11,1
60,10,9,0.37,3.0,13,0.6,18,0
37,10,9,0.9,1.8,11,1.4,22,1
41,10,8,0.99,4.2,6,0.6,33,1
60,10,2,0.5,2.3,7,0.4,15,0
59,10,3,0.97,4.0,9,0.4,36,1
48,10,1,0.54,3.1,8,1.0,21,1
58,10,5,0.54,2.5,5,0.6,8,1
43,10,5,0.44,1.8,10,1.3,20,1
60,10,1,0.48,2.9,6,1.5,6,0
45,10,1,0.63,1.8,15,1.5,7,1
35,9.6,9,0.39,4.6,10,0.5,21,1
41,10,3,0.46,3.5,14,1.1,20,1
31,6.4,9,0.7,1.8,15,0.5,12,1
53,10,5,0.38,4.3,10,1.4,31,1
60,10,1,0.45,1.3,10,1.2,7,0
60,10,9,0.61,2.7,7,1.3,37,0
60,10,3,0.91,4.5,6,0.5,29,0
60,10,0,0.43,2.5,10,0.9,16,0
45,10,6,0.47,2.0,7,0.8,34,1
60,10,6,0.87,1.7,9,1.3,21,0
40,10,1,0.38,2.9,12,1.4,14,1
45,10,9,0.94,1.0,11,1.2,20,1
60,10,7,0.53,2.6,6,0.6,9,0
60,10,7,0.86,4.3,10,0.8,26,0
47,10,9,0.62,2.6,10,1.3,29,1
49,10,7,0.91,3.6,6,0.6,6,1
46,10,7,0.5,4.8,15,1.4,13,1
60,10,5,0.97,4.4,10,1.4,13,0
60,10,4,0.34,4.8,8,1.5,50,0
60,10,8,0.41,4.9,14,1.2,31,0
48,10,1,0.53,4.0,15,0.4,21,1
30,7.0,3,0.54,4.7,14,0.7,13,1
46,10,7,0.99,4.6,9,1.2,30,1
46,10,5,0.76,2.0,8,0.4,27,1
60,10,1,0.95,4.2,13,1.0,38,0
60,10,1,0.47,4.1,9,1.1,12,0
60,10,5,0.42,3.6,8,0.8,15,0
37,10,1,0.5,3.8,7,1.0,15,1
32,8.6,9,0.34,2.2,11,0.7,5,1
60,10,0,0.95,2.1,15,1.1,41,0
40,10,7,0.61,4.7,11,0.6,29,1
53,10,2,0.94,4.2,8,0.4,21,1
33,8.1,1,0.36,4.0,14,0.7,7,1
60,10,3,0.87,4.1,9,0.7,19,1
46,10,7,0.74,3.9,11,1.5,32,1
60,10,0,0.79,3.9,6,1.4,52,0
58,10,2,0.88,3.9,15,0.9,5,1
36,10,4,0.42,2.7,7,1.2,5,1
31,10,9,0.97,3.5,6,1.1,11,1
44,10,9,0.5,2.6,9,0.3,24,1
42,10,3,0.68,1.7,11,1.3,21,1
39,10,2,0.36,1.2,15,0.3,5,1
32,8.2,5,0.82,2.7,10,1.2,9,1
60,10,6,0.77,4.3,13,0.7,28,0
35,10,3,0.41,2.5,10,1.0,5,1
59,10,0,0.51,4.9,10,0.8,46,1
60,10,2,0.6,1.5,14,0.9,28,0
36,8.9,7,0.67,4.5,13,1.2,5,1
60,10,0,0.96,1.7,10,0.8,41,0
31,10,9,0.73,1.9,9,0.7,6,1
48,10,5,0.98,4.7,9,1.0,21,1
60,10,4,0.58,1.2,7,1.4,14,0
55,10,2,0.84,4.8,12,1.3,20,1
54,10,10,0.52,2.9,8,0.5,5,1
55,10,0,0.83,4.8,11,1.3,28,1
44,10,6,0.76,3.9,9,1.5,35,1
48,10,3,0.57,2.1,14,0.6,18,1
38,10,7,0.46,2.5,10,1.0,25,1
44,10,0,0.59,1.1,12,0.9,30,1
52,10,6,0.97,4.7,15,0.9,26,1
35,9.9,9,0.36,3.7,13,1.4,10,1
58,10,5,0.92,1.6,8,1.0,49,1
55,10,6,0.95,1.1,10,0.4,24,1
40,10,2,0.81,1.7,6,1.2,12,1
34,10,9,0.64,1.4,8,1.2,9,1
30,7.4,3,0.96,4.5,13,1.1,14,1
47,10,0,0.64,1.8,7,1.2,7,1
40,10,6,0.86,1.2,14,0.8,7,1
50,10,0,0.86,2.5,12,0.7,29,1
60,10,0,0.97,3.3,11,0.5,24,1
60,10,2,0.68,4.8,6,0.9,12,0
46,10,4,0.6,4.6,14,1.3,13,1
56,10,2,0.6,2.1,11,1.4,33,1
59,10,9,0.94,3.6,8,0.4,25,1
60,10,1,0.49,1.3,14,1.3,17,0
57,10,1,0.92,4.8,14,0.6,15,1
60,10,6,0.89,4.2,9,0.6,6,0
57,10,1,0.85,2.9,11,0.9,36,1
58,10,7,0.55,2.2,8,0.7,7,1
50,10,6,0.71,4.6,14,1.2,22,1
41,10,2,0.35,1.2,6,1.2,23,1
60,10,3,0.95,2.4,15,1.1,19,0
57,10,9,0.63,1.9,10,0.7,42,1
60,10,0,0.58,1.8,11,0.4,27,0
55,10,9,0.86,1.7,15,1.2,25,1
55,10,9,0.55,2.7,12,0.5,33,1
30,7.7,3,0.78,2.7,11,0.4,13,1
60,10,7,0.8,3.9,6,1.0,26,0
40,10,0,0.43,4.1,7,1.3,33,1
56,10,8,0.41,3.9,11,1.3,24,1
55,10,3,0.91,2.2,9,1.2,43,1
49,10,4,0.59,4.2,12,0.6,29,1
31,8.3,6,0.42,4.4,9,1.3,13,1
38,10,4,0.98,1.3,5,1.1,5,1
60,10,4,0.47,2.7,10,0.3,26,0
30,7.0,10,0.49,2.7,14,1.1,6,1
35,9.2,5,0.38,1.6,15,0.6,20,1
60,10,9,0.56,2.9,6,1.4,31,1
57,10,2,0.44,4.9,5,0.9,8,1
60,10,10,0.64,2.5,10,0.4,13,0
34,10,9,0.67,1.1,9,0.6,24,1
47,10,8,0.59,2.8,11,0.5,11,1
50,10,5,0.79,2.4,8,0.9,32,1
45,10,1,0.68,1.4,5,1.3,15,1
60,10,10,0.68,2.0,14,1.2,32,1
34,9.2,0,0.42,2.2,14,1.3,11,1
56,10,5,0.69,4.9,5,0.6,17,1
36,9.1,10,0.43,3.0,13,0.4,22,1
49,10,6,0.53,4.3,11,0.9,27,1
57,10,5,0.56,2.5,8,1.3,11,1
46,10,6,0.39,1.1,12,1.2,16,1
44,10,7,0.73,2.0,13,0.7,8,1
60,10,6,0.68,2.1,7,1.2,20,0
60,10,7,0.38,4.1,11,1.5,9,0
35,9.6,1,0.71,3.6,14,0.6,14,1
51,10,0,0.6,4.4,5,1.4,39,1
57,10,8,0.33,2.7,12,1.0,31,1
60,10,7,0.85,1.6,13,1.2,14,0
43,10,9,0.72,3.7,11,0.9,7,1
36,9.5,7,0.92,2.6,14,0.4,21,1
60,10,0,0.43,3.6,11,1.1,48,0
60,10,0,0.9,3.5,14,1.1,22,0
45,10,6,0.6,1.3,10,1.1,16,1
49,10,4,0.48,3.0,6,1.3,19,1
60,10,6,0.31,3.6,5,0.4,22,0
34,8.9,0,0.62,2.3,15,1.3,8,1
30,10,3,0.4,1.9,5,0.5,19,1
60,10,8,0.71,4.6,7,0.5,37,0
54,10,10,0.7,2.1,15,1.3,12,1
60,10,1,0.38,4.9,5,0.6,45,0
60,10,4,0.9,1.8,9,1.1,18,1
38,9.9,9,0.86,2.6,14,1.1,10,1
33,10,0,0.32,1.0,8,1.2,14,1
48,10,8,0.49,1.7,14,1.2,11,1
57,10,8,0.92,1.7,12,1.2,25,1
41,10,7,0.62,2.9,14,1.1,17,1
30,7.6,9,0.41,3.2,13,0.3,10,1
40,10,4,0.7,2.2,5,1.0,14,1
56,10,1,0.92,3.6,12,0.5,27,1
60,10,2,0.65,2.3,10,1.3,25,0
60,10,8,0.77,1.9,13,1.1,14,0
60,10,3,0.91,3.7,7,0.6,17,0
60,10,2,0.92,2.5,12,0.8,34,0
60,10,5,0.55,2.2,11,1.3,49,0
60,10,4,0.72,1.9,13,1.1,24,0
60,10,3,0.67,2.2,14,1.0,30,0
60,10,8,0.64,3.1,7,1.3,10,0
39,10,7,0.69,1.1,12,0.8,20,1
60,10,2,0.31,3.3,7,0.5,37,0
34,9.5,10,0.83,2.5,12,1.0,8,1
35,9.5,0,0.73,3.2,10,0.8,23,1
47,10,1,0.61,1.7,5,0.3,24,1
31,10,4,0.91,3.4,5,0.5,24,1
51,10,7,0.72,4.6,6,1.0,42,1
60,10,7,0.96,4.0,12,1.1,8,0
45,10,8,0.83,1.4,13,0.8,18,1
52,10,7,0.61,4.6,7,1.3,40,1
60,10,6,1.0,2.3,5,1.2,5,0
36,10,9,0.39,4.8,13,0.4,22,1
30,9.7,5,0.42,1.7,7,0.3,18,1
33,7.1,6,0.38,3.9,15,0.5,16,1
46,10,6,0.52,2.5,8,0.5,21,1
32,7.8,9,0.87,1.5,12,1.0,20,1
57,10,7,0.93,4.2,12,0.5,19,1
49,10,6,0.81,2.0,9,0.8,16,1
60,10,3,0.67,2.7,14,0.4,28,0
60,10,7,0.98,4.5,9,1.0,16,0
47,10,3,0.47,3.6,13,0.6,16,1
38,10,4,0.59,1.8,10,1.1,25,1
50,10,1,0.51,5.0,12,1.1,16,1
60,10,0,0.64,3.9,5,0.5,34,0
60,10,10,0.41,4.5,11,0.8,26,0
39,10,9,0.33,4.9,6,0.7,17,1
42,10,10,0.48,1.7,6,0.5,19,1
56,10,8,0.8,1.6,10,0.9,22,1
51,10,3,0.92,3.9,7,0.6,10,1
60,10,5,0.86,4.2,12,1.4,29,0
45,10,10,0.84,2.2,9,1.0,32,1
59,10,8,0.43,4.4,5,0.6,35,1
60,10,1,0.81,1.4,12,0.5,8,0
60,10,2,0.91,4.2,7,0.7,10,0
41,10,6,0.31,4.4,5,0.4,8,1
39,10,6,0.47,4.5,7,1.1,24,1
36,10,1,0.6,4.4,12,1.2,6,1
48,10,5,0.8,1.0,10,1.3,17,1
51,10,3,0.93,2.2,12,0.9,38,1
48,10,0,0.72,3.5,7,0.9,20,1
53,10,4,0.37,2.0,5,1.3,13,1
60,10,9,0.88,2.2,6,1.3,43,0
55,10,9,0.4,1.5,7,0.8,30,1
60,10,3,0.42,1.3,6,0.3,11,0
43,10,8,0.83,3.2,9,0.6,20,1
52,10,8,0.31,2.3,10,1.0,25,1
48,10,0,0.37,3.1,11,0.8,7,1
35,10,10,0.63,4.2,7,1.0,13,1
60,10,8,0.99,4.9,10,0.8,7,0
42,10,0,0.87,4.6,12,0.5,28,1
46,10,6,0.82,2.5,10,1.4,13,1
60,10,6,0.47,2.3,14,0.4,17,0
60,10,1,0.55,4.7,8,0.6,7,0
32,10,1,0.57,1.6,7,0.8,11,1
54,10,7,0.92,2.7,10,0.5,32,1
47,10,8,0.7,2.5,9,0.8,37,1
60,10,2,0.35,2.5,8,0.5,52,0
33,7.5,9,0.45,2.9,14,0.8,17,1
50,10,5,0.56,2.1,6,1.4,27,1
34,10,6,0.84,2.3,5,0.9,9,1
60,10,1,0.74,2.5,10,0.7,42,0
60,10,5,0.39,2.5,13,0.5,37,0
32,9.5,8,0.4,2.2,8,1.5,13,1
60,10,1,0.49,1.5,12,0.4,44,0
60,10,10,0.62,2.0,6,0.6,27,0
38,9.7,7,0.74,3.0,13,0.9,6,1
60,10,2,0.83,2.1,5,1.2,34,0
54,10,2,0.52,3.5,5,1.3,36,1
53,10,7,0.41,1.5,10,0.6,27,1
60,10,10,0.97,4.6,10,0.3,25,1
36,8.2,8,0.46,1.9,15,0.8,6,1
45,10,10,0.94,4.9,8,0.8,16,1
60,10,10,0.57,1.1,11,0.6,35,0
47,10,4,0.47,2.9,8,1.4,21,1
60,10,8,0.82,1.2,10,0.3,33,0
60,10,10,0.45,2.9,8,0.8,25,0
53,10,7,0.35,4.1,9,1.5,8,1
60,10,0,0.49,2.0,10,1.4,5,0
50,10,7,0.8,1.8,7,1.3,7,1
53,10,1,0.85,5.0,13,0.5,25,1
60,10,10,0.74,3.0,15,1.2,22,0
52,10,9,0.78,2.1,6,1.4,27,1
38,10,2,0.9,1.6,12,1.0,19,1
60,10,4,0.3,4.2,9,1.3,14,0
31,9.2,9,0.48,4.7,8,1.1,9,1
56,10,7,0.8,2.9,9,0.9,46,1
40,10,6,0.68,1.7,11,0.4,14,1
60,10,1,0.53,4.0,14,0.8,8,0
53,10,0,0.32,2.5,6,0.6,10,1
60,10,7,0.47,1.8,11,1.3,49,0
58,10,2,0.33,2.1,5,0.7,35,1
33,9.6,3,0.97,2.5,11,1.1,20,1
31,10,0,0.59,1.2,6,1.0,20,1
57,10,8,0.86,4.8,11,0.8,21,1
42,10,8,0.38,4.3,9,0.6,19,1
47,10,1,0.55,3.2,5,1.2,40,1
40,10,6,0.82,3.1,8,0.7,9,1
32,10,10,0.52,2.3,5,0.9,27,1
48,10,7,0.91,3.9,6,1.3,9,1
56,10,8,0.39,4.0,5,1.4,9,1
58,10,8,0.86,4.8,5,0.8,39,1
56,10,8,0.92,1.3,11,0.7,22,1
35,9.4,9,0.51,4.9,14,1.1,7,1
60,10,4,0.48,2.5,5,0.9,47,0
43,10,1,0.48,1.1,11,0.5,25,1
31,8.0,9,0.87,4.6,12,0.8,18,1
40,10,4,0.74,4.6,12,0.3,10,1
58,10,10,0.55,4.6,10,1.1,32,1
60,10,1,0.8,1.4,14,0.9,33,0
38,10,0,0.86,2.0,11,0.8,17,1
48,10,9,0.84,1.6,12,1.3,22,1
31,7.6,8,0.33,2.4,12,1.3,6,1
53,10,4,0.59,4.5,8,1.1,23,1
60,10,7,0.3,2.0,6,1.3,22,0
52,10,3,0.78,4.0,5,0.7,23,1
41,10.0,2,0.67,3.4,15,0.4,11,1
36,10,3,0.36,1.6,14,1.1,9,1
36,10,2,0.42,3.4,12,0.4,11,1
35,8.8,6,0.78,3.0,12,0.6,16,1
39,10,2,0.97,1.7,13,1.4,8,1
59,10,4,0.81,4.7,7,0.4,16,1
53,10,4,0.8,3.2,11,1.3,23,1
42,10,9,0.7,3.7,6,0.6,32,1
43,10,9,0.32,3.6,8,0.5,27,1
48,10,7,0.97,3.6,14,1.5,14,1
60,10,8,0.38,3.5,7,1.0,15,0
40,10,3,0.36,2.0,15,0.9,6,1
51,10,1,0.73,2.3,5,1.4,44,1
60,10,9,0.53,3.1,9,1.1,29,0
47,10,5,0.31,3.9,10,1.4,14,1
45,10,5,0.64,1.6,10,1.1,7,1
60,10,0,0.49,4.8,6,0.9,5,0
60,10,3,0.38,4.7,6,0.5,14,0
48,10,5,0.84,3.0,7,0.6,25,1
39,10,1,0.85,1.4,5,1.4,33,1
38,10,9,0.77,4.4,8,0.4,5,1
45,10,2,0.61,3.7,11,1.3,32,1
59,10,2,0.38,4.7,15,1.4,9,1
60,10,8,0.37,2.6,7,0.4,35,0
55,10,1,0.81,3.3,15,0.6,23,1
39,10,0,0.56,3.2,9,1.1,11,1
52,10,10,0.76,3.0,13,1.2,6,1
32,7.5,9,0.93,4.2,13,0.5,14,1
32,8.0,6,0.39,2.5,12,0.5,9,1
42,10,4,0.78,2.6,13,0.7,9,1
33,10,7,0.68,4.0,7,1.3,26,1
44,10,5,0.41,4.6,5,0.5,35,1
60,10,2,0.49,2.4,13,0.6,38,0
60,10,7,0.69,4.8,15,0.5,37,0
30,10,6,0.96,2.6,8,0.9,6,1
60,10,1,0.79,4.0,15,0.7,35,0
51,10,2,0.82,4.5,7,1.1,9,1
30,7.2,0,0.31,2.3,12,0.8,16,1
60,10,0,0.77,3.1,7,0.3,5,0
45,10,10,0.83,1.0,12,0.4,14,1
32,10,6,0.81,4.1,5,1.1,12,1
41,10,7,0.95,2.6,5,1.4,6,1
60,10,10,0.55,2.4,13,1.1,46,0
47,10,7,0.68,4.4,11,0.5,22,1
50,10,4,0.97,3.4,9,0.4,10,1
32,10,1,0.31,4.0,9,1.2,12,1
38,9.7,5,0.68,3.7,14,1.3,20,1
49,10,4,0.47,3.6,11,0.3,31,1
60,10,4,1.0,1.0,14,1.0,20,0
58,10,4,0.75,1.9,10,0.7,29,1
55,10,7,0.33,1.3,7,1.4,6,1
57,10,5,0.91,2.2,8,1.4,39,1
60,10,5,0.55,1.9,10,0.9,20,0
55,10,4,0.84,4.0,11,1.2,6,1
59,10,4,1.0,2.2,9,0.8,32,1
48,10,2,0.41,4.1,15,1.4,26,1
60,10,1,0.9,2.9,14,0.9,46,0
30,10,9,0.52,4.7,5,0.8,13,1
60,10,5,0.41,4.6,12,0.5,22,0
33,8.1,9,0.76,3.2,15,0.7,18,1
36,10,1,0.54,1.7,6,0.9,16,1
60,10,5,0.75,2.0,9,1.5,41,0
60,10,3,0.95,1.1,12,0.6,10,0
41,10,5,0.83,1.7,8,0.8,26,1
54,10,9,0.39,4.9,6,0.4,48,1
37,10,4,0.6,2.7,6,1.0,21,1
33,8.6,2,0.95,1.5,15,1.0,11,1
44,10,9,0.59,1.2,11,1.2,10,1
60,10,6,0.42,1.7,14,1.5,36,0
55,10,0,0.95,4.1,7,1.1,31,1
34,10,3,0.44,2.2,8,0.3,14,1
48,10,10,0.75,3.9,13,1.4,35,1
60,10,8,0.33,4.9,13,0.8,45,0
51,10,6,0.39,4.0,15,0.9,21,1
59,10,5,0.6,2.3,5,0.5,11,1
43,10,3,0.97,1.7,14,1.0,28,1
40,10,3,0.32,2.2,13,0.6,7,1
60,10,2,0.65,3.1,13,1.2,44,0
59,10,1,0.81,4.8,13,0.7,5,1
59,10,10,0.72,3.9,7,1.4,34,1
46,10,8,0.98,3.5,9,1.2,16,1
48,10,5,0.9,4.2,5,0.5,7,1
60,10,4,0.36,1.8,11,1.3,35,0
36,10,5,0.95,3.3,8,0.8,25,1
42,10,1,0.97,3.7,10,1.2,15,1
39,10,8,0.97,1.8,15,1.5,8,1
42,10,8,0.4,3.8,5,0.7,28,1
32,7.2,0,0.41,3.0,13,0.7,19,1
41,10,4,0.83,1.3,7,1.3,29,1
60,10,1,0.72,2.4,14,0.7,5,0
60,10,10,0.97,1.4,14,1.1,22,0
60,10,6,0.99,3.5,9,1.2,39,0
31,8.3,6,0.63,1.1,11,0.9,14,1
60,10,6,0.78,3.8,6,0.3,12,0
43,10,9,0.84,4.8,6,1.2,22,1
42,10,2,0.95,4.6,5,0.9,9,1
32,10,8,0.38,1.8,5,1.4,6,1
56,10,10,0.93,1.8,11,1.4,5,1
53,10,5,0.35,4.0,11,0.8,34,1
60,10,9,0.47,3.2,6,1.4,22,0
60,10,7,0.7,3.1,15,0.7,16,1
53,10,6,0.69,2.3,12,0.9,17,1
30,9.8,7,0.91,2.8,9,0.3,7,1
55,10,4,0.94,3.2,6,1.0,35,1
53,10,10,0.5,1.0,10,1.0,17,1
49,10,7,0.57,1.5,5,1.4,28,1
50,10,7,0.74,2.5,11,1.4,7,1
44,10,4,0.41,2.3,11,1.2,24,1
53,10,6,0.32,2.8,12,0.4,17,1
51,10,6,0.6,2.1,15,1.0,32,1
37,9.3,7,0.52,2.3,15,1.1,8,1
44,10,9,0.42,4.0,11,1.0,32,1
46,10,0,0.69,4.2,11,1.2,21,1
43,10,4,0.87,4.4,10,0.4,13,1
47,10,0,0.74,2.6,10,0.7,25,1
39,10,7,0.98,2.9,14,1.3,12,1
38,10,10,0.97,2.0,9,1.4,9,1
60,10,10,0.58,4.3,5,1.4,48,0
51,10,10,0.51,4.3,14,0.4,10,1
37,10,9,0.88,3.1,9,0.9,6,1
48,10,0,0.52,4.1,8,0.3,38,1
39,10,1,0.67,4.2,15,1.1,8,1
50,10,10,0.44,3.7,14,0.6,15,1
37,10,6,0.81,2.2,8,0.5,12,1
60,10,5,0.6,2.2,12,1.3,25,0
60,10,2,0.65,4.7,11,0.8,16,0
39,10,1,0.95,2.8,11,1.2,23,1
52,10,2,0.62,3.3,15,1.4,11,1
37,10,9,0.53,2.6,5,0.7,24,1
32,9.4,9,0.64,2.9,8,0.6,22,1
32,6.6,6,0.36,1.2,15,1.1,5,1
54,10,5,0.61,4.1,10,0.3,11,1
59,10,4,0.84,2.0,6,0.7,44,1
38,10,6,0.8,3.8,11,1.3,19,1
60,10,6,0.96,4.2,11,0.3,27,0
30,7.7,9,0.8,4.6,10,0.6,20,1
58,10,0,0.68,4.1,7,0.5,22,1
60,10,4,0.4,3.2,12,0.4,14,0
58,10,9,0.3,1.0,7,0.6,15,1
35,10,8,0.66,2.1,7,1.3,11,1
32,10,3,0.89,4.9,7,1.0,17,1
31,10,1,0.66,2.0,7,0.7,15,1
32,10,7,0.74,3.2,8,1.4,19,1
60,10,8,0.98,2.8,8,0.5,8,0
56,10,5,0.52,3.9,15,0.9,28,1
41,10,3,0.57,4.8,5,0.8,8,1
60,10,3,0.44,1.5,5,1.2,22,0
43,10,5,0.45,3.7,7,0.7,15,1
32,10.0,3,0.98,2.6,6,0.8,21,1
38,10,7,0.72,4.7,13,1.2,25,1
59,10,3,0.81,3.9,13,0.7,46,1
37,10,2,0.56,1.1,13,0.3,8,1
35,8.1,2,0.54,3.7,14,1.1,20,1
52,10,4,0.93,1.2,12,1.4,26,1
36,10,9,0.96,2.0,6,1.2,14,1
57,10,3,0.45,4.5,9,1.4,42,1
31,8.5,7,0.88,1.4,9,0.8,9,1
40,10,0,0.34,3.5,10,0.6,21,1
39,10,2,0.73,2.4,5,0.9,15,1
36,8.9,2,0.89,1.1,15,0.5,5,1
60,10,7,0.41,3.9,13,1.2,32,0
51,10,9,0.49,2.1,12,1.3,28,1
37,10,1,0.78,2.7,6,1.0,14,1
32,9.1,9,0.71,4.7,9,0.8,19,1
38,10,2,0.37,4.7,11,1.3,14,1
58,10,6,0.31,4.2,13,0.8,22,1
48,10,4,0.72,1.2,15,0.8,23,1
43,10,1,0.61,1.2,5,0.7,19,1
31,8.7,5,0.54,2.1,8,0.4,8,1
32,7.9,1,0.81,3.1,14,0.8,12,1
37,10,1,0.39,4.2,12,1.2,9,1
40,10,8,0.76,1.4,9,1.4,28,1
41,10,2,0.86,2.9,5,1.3,24,1
44,10,8,0.35,3.8,5,0.4,10,1
48,10,2,0.32,4.8,14,0.3,6,1
60,10,4,0.77,2.9,14,0.8,43,0
30,9.1,1,0.55,3.5,8,1.1,12,1
46,10,0,0.5,2.1,12,0.8,23,1
59,10,0,0.51,1.2,9,1.4,44,1
43,10,1,0.33,1.8,11,1.3,14,1
60,10,4,0.59,4.7,10,1.1,34,0
60,10,2,0.51,1.9,12,0.5,45,0
60,10,1,0.35,1.3,13,0.9,44,0
40,10,5,0.7,2.8,5,1.4,34,1
43,10,8,0.8,1.1,15,0.8,24,1
35,10,10,0.81,2.3,9,0.5,9,1
39,10,0,0.91,1.3,6,0.6,30,1
60,10,2,0.48,2.2,14,1.4,46,0
55,10,1,0.95,1.4,13,0.9,19,1
47,10,1,0.88,4.5,11,0.5,33,1
60,10,0,0.83,3.3,9,0.7,14,0
60,10,5,0.94,1.5,6,1.2,14,1
30,10,9,0.43,2.0,6,1.4,21,1
35,8.9,9,0.45,1.1,13,0.4,8,1
30,9.3,1,0.63,4.7,10,0.7,8,1
50,10,1,0.35,4.0,11,0.7,16,1
48,10,7,0.96,2.2,7,0.4,35,1
37,10,7,0.58,4.4,8,0.5,5,1
55,10,5,0.98,4.0,12,1.4,29,1
46,10,6,0.77,2.9,5,1.2,33,1
60,10,8,0.59,3.0,11,1.1,20,0
60,10,8,0.49,1.9,9,1.4,20,0
60,10,10,0.44,1.7,15,0.8,11,0
51,10,5,0.37,1.8,11,1.4,7,1
60,10,6,0.85,4.8,11,1.0,14,0
31,8.2,8,0.72,2.4,13,0.6,15,1
45,10,10,0.33,3.8,15,0.7,26,1
51,10,2,0.49,4.8,10,0.5,35,1
47,10,1,0.37,2.7,12,1.3,13,1
60,10,1,0.53,4.2,15,1.5,31,0
37,10,3,0.73,4.6,7,1.2,22,1
37,9.5,3,0.55,1.9,13,1.0,24,1
60,10,3,0.38,2.7,13,1.3,13,0
45,10,2,0.43,2.5,6,1.0,5,1
33,10,4,0.97,3.1,8,0.7,16,1
42,10,8,0.9,1.3,13,1.1,24,1
53,10,3,0.96,4.4,7,0.7,31,1
35,10.0,0,0.94,3.7,9,1.1,11,1
50,10,2,0.56,4.3,10,0.7,19,1
52,10,3,0.72,3.6,12,0.9,15,1
44,10,0,0.52,2.7,12,0.8,15,1
31,8.2,7,0.49,3.7,10,0.6,21,1
40,10,2,0.49,3.4,8,1.1,30,1
56,10,6,0.82,1.5,5,1.5,31,1
50,10,0,0.56,4.4,5,1.3,5,1
48,10,5,0.61,2.7,12,1.1,19,1
39,10.0,2,0.3,2.8,14,1.5,25,1
57,10,10,0.31,4.3,11,1.4,35,1
46,10,5,0.44,3.1,11,0.7,32,1
60,10,9,0.47,1.9,10,0.4,29,0
